tên,giá,chipset,bộ nhớ,xung cơ bản,xung boost,màu,chiều dài,tdp
Asus DUAL GeForce RTX 4070 SUPER 12GB GDDR6X Black,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2505.0,BLACK,267.0,220.0
Asus DUAL GeForce RTX 4070 SUPER 12GB GDDR6X White,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2505.0,WHITE,267.0,220.0
Asus DUAL MINI OC GeForce GTX 1660 SUPER 6GB GDDR6 Black,8136000,GeForce GTX 1660 SUPER,6.0,1530.0,1860.0,BLACK,197.0,125.0
Asus DUAL MINI OC GeForce RTX 2070 8GB GDDR6 Black,16440000,GeForce RTX 2070,8.0,1410.0,1680.0,BLACK,197.0,185.0
Asus DUAL MINI OC GeForce RTX 3060 Ti 8GB GDDR6 Black,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1710.0,BLACK,200.0,200.0
Asus DUAL MINI OC V2 GeForce RTX 3060 Ti LHR 8GB GDDR6 Black,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1710.0,BLACK,200.0,200.0
Asus DUAL MINI V2 GeForce RTX 3060 Ti LHR 8GB GDDR6 Black,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1695.0,BLACK,200.0,200.0
Asus DUAL OC GeForce GTX 1660 Ti 6GB GDDR6 Black / White,10200000,GeForce GTX 1660 Ti,6.0,1500.0,1830.0,BLACK,215.0,120.0
Asus DUAL OC GeForce RTX 2070 8GB GDDR6 Black / White,16440000,GeForce RTX 2070,8.0,1410.0,1740.0,BLACK,268.0,185.0
Asus DUAL OC GeForce RTX 3060 Ti 8GB GDDR6 Black / Silver,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1740.0,BLACK,269.0,200.0
Asus DUAL OC GeForce RTX 4060 Ti 16GB GDDR6 Black,18620880,GeForce RTX 4060 Ti,16.0,2310.0,2625.0,BLACK,227.0,165.0
Asus DUAL OC GeForce RTX 4070 SUPER 12GB GDDR6X Black,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2550.0,BLACK,267.0,220.0
Asus DUAL OC Radeon RX 6500 XT 4GB GDDR6 Black,3839760,Radeon RX 6500 XT,4.0,2310.0,2820.0,BLACK,201.0,107.0
Asus DUAL OC Radeon RX 6600 XT 8GB GDDR6 Black / White,15552000,Radeon RX 6600 XT,8.0,1968.0,2607.0,BLACK,243.0,160.0
Asus DUAL OC Radeon RX 7600 8GB GDDR6 Black,6599760,Radeon RX 7600,8.0,1720.0,2745.0,BLACK,245.0,165.0
Asus DUAL OC Radeon RX 7600 XT 16GB GDDR6 Black,8639280,Radeon RX 7600 XT,16.0,1720.0,2801.0,BLACK,227.0,190.0
Asus DUAL OC Radeon RX 7900 GRE 16GB GDDR6 Black,16079760,Radeon RX 7900 GRE,16.0,1270.0,2366.0,BLACK,280.0,260.0
Asus DUAL OC Radeon RX 7900 XTX 24GB GDDR6 Black,21599760,Radeon RX 7900 XTX,24.0,2300.0,2615.0,BLACK,323.0,355.0
Asus DUAL OC V2 GeForce RTX 3060 Ti LHR 8GB GDDR6 Black / Silver,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1740.0,BLACK,269.0,200.0
Asus DUAL V2 Radeon RX 6600 8GB GDDR6 Black,5279760,Radeon RX 6600,8.0,1626.0,2491.0,BLACK,243.0,132.0
Asus Dual GeForce RTX 4060 OC Edition 8GB GDDR6,10799760,GeForce RTX 4060,8.0,1830.0,2505.0,BLACK,227.2,115.0
Asus Dual V3 Radeon RX 6600 8GB GDDR6 Black,5279760,Radeon RX 6600,8.0,1626.0,2491.0,BLACK,219.0,132.0
Asus Expedition Radeon RX 570 4GB GDDR5 Black / Red,7176000,Radeon RX 570,4.0,1168.0,1254.0,BLACK,240.0,150.0
Asus GTXTITANBLACK-6GD5 GeForce GTX Titan Black 6GB GDDR5 Black / Silver,11976000,GeForce GTX Titan Black,6.0,889.0,980.0,BLACK,274.0,250.0
Asus GeForce GT 1030 2GB GDDR5 Black / Blue,2557440,GeForce GT 1030,2.0,1266.0,1506.0,BLACK,169.0,30.0
Asus GeForce GTX 1050 Ti CERBERUS 4GB GDDR5 Black Red,6335760,GeForce GTX 1050 Ti,4.0,1341.0,1480.0,BLACK,203.0,75.0
Asus GeForce GTX 1080 STRIX 8GB GDDR5X Black,11976000,GeForce GTX 1080,8.0,1607.0,1733.0,BLACK,298.0,180.0
Asus GeForce GTX 1660 SUPER STRIX GAMING 6GB GDDR6 Black / Silver,8136000,GeForce GTX 1660 SUPER,6.0,1530.0,1815.0,BLACK,243.0,125.0
Asus GeForce GTX 1660 TUF GAMING OC 6GB GDDR5 Black,6456000,GeForce GTX 1660,6.0,1530.0,1785.0,BLACK,264.0,120.0
Asus GeForce GTX 1660 TUF OC 6GB GDDR5 Black / Gray,6456000,GeForce GTX 1660,6.0,1530.0,1845.0,BLACK,205.0,120.0
Asus GeForce GTX 980 Black / Silver 4GB GDDR5,9336000,GeForce GTX 980,4.0,1127.0,1216.0,BLACK,268.0,165.0
Asus GeForce GTX Titan X 12GB GDDR5 Black / Silver,19176000,GeForce GTX Titan X,12.0,1000.0,1075.0,BLACK,282.0,250.0
Asus GeForce RTX 2060 SUPER DUAL EVO 8GB GDDR6 Black,13800000,GeForce RTX 2060 SUPER,8.0,1500.0,1680.0,BLACK,267.0,175.0
Asus GeForce RTX 2060 SUPER STRIX GAMING Advanced 8GB GDDR6 Black,13800000,GeForce RTX 2060 SUPER,8.0,1500.0,1710.0,BLACK,301.0,175.0
Asus GeForce RTX 2070 STRIX GAMING OC 8GB GDDR6 Black,16440000,GeForce RTX 2070,8.0,1410.0,1845.0,BLACK,305.0,185.0
Asus GeForce RTX 2070 SUPER DUAL EVO 8GB GDDR6 Black,16536000,GeForce RTX 2070 SUPER,8.0,1635.0,1800.0,BLACK,267.0,215.0
Asus GeForce RTX 2070 SUPER STRIX GAMING Advanced 8GB GDDR6 Black,16536000,GeForce RTX 2070 SUPER,8.0,1635.0,1830.0,BLACK,300.0,215.0
Asus GeForce RTX 3060 Ti DUAL 8GB GDDR6 Black / Silver,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1695.0,BLACK,269.0,200.0
Asus GeForce RTX 3060 Ti LHR KO GAMING OC V2 8GB GDDR6 Silver / Black,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1785.0,GREY,275.0,200.0
Asus GeForce RTX 4060 ProArt OC 8GB GDDR6 Black / Gold,10799760,GeForce RTX 4060,8.0,1830.0,2580.0,BLACK,300.0,115.0
Asus GeForce RTX 4060 Ti ROG Strix GAMING OC 16GB GDDR6 Black / Red,18620880,GeForce RTX 4060 Ti,16.0,2310.0,2745.0,BLACK,311.0,165.0
Asus GeForce RTX 4070 SUPER DUAL OC 12GB GDDR6X White,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2550.0,WHITE,267.0,220.0
Asus GeForce RTX 4070 SUPER PRIME 12GB GDDR6X Black,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2505.0,BLACK,269.0,220.0
Asus KO Gaming OC GeForce RTX 3070 8GB GDDR6 Black / Silver,16752000,GeForce RTX 3070,8.0,1500.0,1845.0,BLACK,275.0,220.0
Asus KO GeForce RTX 3060 Ti 8GB GDDR6 Black / Silver,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1695.0,BLACK,275.0,200.0
Asus KO OC GeForce RTX 3060 Ti 8GB GDDR6 Black / Silver,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1785.0,BLACK,275.0,200.0
Asus LP BRK GeForce RTX 4060 8GB GDDR6 Black,10799760,GeForce RTX 4060,8.0,1830.0,2490.0,BLACK,188.0,115.0
Asus LP BRK OC GeForce RTX 4060 8GB GDDR6 Black,10799760,GeForce RTX 4060,8.0,1830.0,2520.0,BLACK,188.0,115.0
Asus MATRIX GeForce GTX 980 4GB GDDR5 Black / Red,9336000,GeForce GTX 980,4.0,1241.0,1342.0,BLACK,297.0,165.0
Asus PRIME OC Edition GeForce RTX 5050 8GB GDDR6,5999760,GeForce RTX 5050,8.0,2317.0,2677.0,BLACK,268.0,130.0
Asus Phoenix Fan OC GeForce GT 1030 2GB GDDR5 Black / Blue,2557440,GeForce GT 1030,2.0,1278.0,1531.0,BLACK,184.0,30.0
Asus Phoenix GeForce GTX 1050 Ti 4GB GDDR5,6335760,GeForce GTX 1050 Ti,4.0,1291.0,1392.0,BLACK,193.0,75.0
Asus Phoenix GeForce GTX 1660 Ti 6GB GDDR6 Black / White,10200000,GeForce GTX 1660 Ti,6.0,1500.0,1800.0,BLACK,174.0,120.0
Asus Phoenix OC GeForce GTX 1650 SUPER 4GB GDDR6 Black / White,10056000,GeForce GTX 1650 SUPER,4.0,1530.0,1770.0,BLACK,174.0,100.0
Asus Phoenix OC GeForce GTX 1660 6GB GDDR5 Black / White,6456000,GeForce GTX 1660,6.0,1530.0,1830.0,BLACK,174.0,120.0
Asus Phoenix OC GeForce GTX 1660 SUPER 6GB GDDR6 Black / White,8136000,GeForce GTX 1660 SUPER,6.0,1530.0,1830.0,BLACK,174.0,125.0
Asus Phoenix OC GeForce GTX 1660 Ti 6GB GDDR6 Black / White,10200000,GeForce GTX 1660 Ti,6.0,1500.0,1815.0,BLACK,174.0,120.0
Asus ProArt Advanced GeForce RTX 4060 Ti 16GB GDDR6 Black / Gold,18620880,GeForce RTX 4060 Ti,16.0,2310.0,2580.0,BLACK,300.0,165.0
Asus ProArt Black / Gold GeForce RTX 4060 Ti 16GB GDDR6 Black / Gold,18620880,GeForce RTX 4060 Ti,16.0,2310.0,2565.0,BLACK,300.0,165.0
Asus ProArt Black / Gold GeForce RTX 4070 SUPER 12GB GDDR6X Black / Gold,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2505.0,BLACK,300.0,220.0
Asus ProArt GeForce RTX 4060 8GB GDDR6 Black / Gold,10799760,GeForce RTX 4060,8.0,1830.0,2490.0,BLACK,300.0,115.0
Asus ProArt OC GeForce RTX 4060 Ti 16GB GDDR6 Black / Gold,18620880,GeForce RTX 4060 Ti,16.0,2310.0,2685.0,BLACK,300.0,165.0
Asus ProArt OC GeForce RTX 4070 SUPER 12GB GDDR6X Black Gold,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2565.0,BLACK,300.0,220.0
Asus ROG Astral BTF GeForce RTX 5090 32GB GDDR7 Black / Silver,80639760,GeForce RTX 5090,32.0,2010.0,2010.0,BLACK,358.0,575.0
Asus ROG Astral BTF OC GeForce RTX 5090 32GB GDDR7 Black Silver,80639760,GeForce RTX 5090,32.0,2010.0,2610.0,BLACK,358.0,575.0
Asus ROG STRIX GAMING Advanced GeForce RTX 4060 Ti 16GB GDDR6 Black / Red,18620880,GeForce RTX 4060 Ti,16.0,2310.0,2580.0,BLACK,311.0,165.0
Asus ROG STRIX GAMING GeForce RTX 4060 Ti 16GB GDDR6 Black / Red,18620880,GeForce RTX 4060 Ti,16.0,2310.0,2565.0,BLACK,311.0,165.0
Asus ROG STRIX GAMING GeForce RTX 4070 SUPER 12GB GDDR6X Black,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2505.0,BLACK,339.0,220.0
Asus ROG STRIX GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black / Gray,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1890.0,BLACK,318.0,200.0
Asus ROG STRIX GAMING OC GeForce RTX 4070 SUPER 12GB GDDR6X Black,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2670.0,BLACK,339.0,220.0
Asus ROG STRIX GAMING OC Radeon RX 6600 XT 8GB GDDR6 Black / Gray,15552000,Radeon RX 6600 XT,8.0,1968.0,2607.0,BLACK,243.0,160.0
Asus ROG STRIX GAMING OC V2 GeForce RTX 3060 Ti LHR 8GB GDDR6 Black / Silver,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1890.0,BLACK,318.0,200.0
Asus ROG STRIX GeForce GTX 1050 2GB GDDR5 Black,4752000,GeForce GTX 1050,2.0,1442.0,1569.0,BLACK,241.0,75.0
Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,6599760,Radeon RX 7600,8.0,1720.0,2755.0,BLACK,281.0,165.0
Asus ROG STRIX Radeon RX 570 4GB GDDR5 Black,7176000,Radeon RX 570,4.0,1168.0,1254.0,BLACK,240.0,150.0
Asus ROG Strix GeForce RTX 4060 8GB GDDR6 Black,10799760,GeForce RTX 4060,8.0,1830.0,2490.0,BLACK,311.0,115.0
Asus ROG Strix LC Gaming Radeon RX 6900 XT 16GB GDDR6 Black / Silver,18479760,Radeon RX 6900 XT,16.0,1825.0,2525.0,BLACK,277.0,300.0
Asus ROG Strix O8G 11GBPS GeForce GTX 1080 8GB GDDR5X Black,11976000,GeForce GTX 1080,8.0,1721.0,1860.0,BLACK,298.0,180.0
Asus ROG Strix OC Edition GeForce RTX 4060 8GB GDDR6,10799760,GeForce RTX 4060,8.0,1830.0,2670.0,BLACK,311.4,115.0
Asus Radeon RX 5700 XT STRIX GAMING OC 8GB GDDR6 Black,14280000,Radeon RX 5700 XT,8.0,1770.0,2035.0,BLACK,305.0,225.0
Asus Radeon RX 6900 XT STRIX LC GAMING OC 16GB GDDR6 Black / Gray,18479760,Radeon RX 6900 XT,16.0,1950.0,2365.0,BLACK,277.0,300.0
Asus Radeon RX 7800 XT DUAL OC 16GB GDDR6 Black,14399760,Radeon RX 7800 XT,16.0,1295.0,2520.0,BLACK,280.0,263.0
Asus Radeon RX 7900 XTX rx7900xtx-24g Black 24GB GDDR6,21599760,Radeon RX 7900 XTX,24.0,2300.0,2500.0,BLACK,287.0,355.0
Asus STRIX DC2 GeForce GTX 980 4GB GDDR5 Black / Red,9336000,GeForce GTX 980,4.0,1126.0,1216.0,BLACK,289.0,165.0
Asus STRIX DC2OC GeForce GTX 960 4GB GDDR5 Black / Red,9576000,GeForce GTX 960,4.0,1253.0,1317.0,BLACK,216.0,120.0
Asus STRIX GAMING Advanced GeForce RTX 2070 8GB GDDR6 Black,16440000,GeForce RTX 2070,8.0,1410.0,1680.0,BLACK,300.0,185.0
Asus STRIX GAMING GeForce GTX 1660 Ti 6GB GDDR6 Black,10200000,GeForce GTX 1660 Ti,6.0,1500.0,1800.0,BLACK,301.0,120.0
Asus STRIX GAMING GeForce RTX 2070 8GB GDDR6 Black,16440000,GeForce RTX 2070,8.0,1410.0,1650.0,BLACK,300.0,185.0
Asus STRIX GAMING GeForce RTX 2070 SUPER 8GB GDDR6 Black,16536000,GeForce RTX 2070 SUPER,8.0,1635.0,1800.0,BLACK,300.0,215.0
Asus STRIX GAMING GeForce RTX 3070 8GB GDDR6 Black,16752000,GeForce RTX 3070,8.0,1500.0,1755.0,BLACK,318.0,220.0
Asus STRIX GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,10056000,GeForce GTX 1650 SUPER,4.0,1530.0,1815.0,BLACK,243.0,100.0
Asus STRIX GAMING OC GeForce GTX 1660 SUPER 6GB GDDR6 Black / Silver,8136000,GeForce GTX 1660 SUPER,6.0,1530.0,1875.0,BLACK,243.0,125.0
Asus STRIX GAMING OC GeForce GTX 1660 Ti 6GB GDDR6 Black,10200000,GeForce GTX 1660 Ti,6.0,1500.0,1890.0,BLACK,301.0,120.0
Asus STRIX GAMING OC GeForce RTX 2060 SUPER 8GB GDDR6 Black,13800000,GeForce RTX 2060 SUPER,8.0,1500.0,1860.0,BLACK,301.0,175.0
Asus STRIX GAMING OC GeForce RTX 2070 SUPER 8GB GDDR6 Black,16536000,GeForce RTX 2070 SUPER,8.0,1635.0,1935.0,BLACK,300.0,215.0
Asus STRIX GeForce GTX 1050 Ti 4GB GDDR5 Black,6335760,GeForce GTX 1050 Ti,4.0,1379.0,1506.0,BLACK,241.0,75.0
Asus STRIX GeForce GTX 1080 8GB GDDR5X Black,11976000,GeForce GTX 1080,8.0,1759.0,1936.0,BLACK,298.0,180.0
Asus STRIX GeForce GTX 980 4GB GDDR5 Black / Red,9336000,GeForce GTX 980,4.0,1178.0,1279.0,BLACK,289.0,165.0
Asus STRIX LC GAMING OC GeForce RTX 3090 Ti 24GB GDDR6X Silver / Black,46799760,GeForce RTX 3090 Ti,24.0,1560.0,1980.0,GREY,293.0,450.0
Asus STRIX LC GAMING OC Radeon RX 6800 XT 16GB GDDR6 Black / Silver,17256000,Radeon RX 6800 XT,16.0,1825.0,2360.0,BLACK,277.0,300.0
Asus STRIX OC GeForce RTX 3070 8GB GDDR6 White,16752000,GeForce RTX 3070,8.0,1500.0,1935.0,WHITE,318.0,220.0
Asus STRIX-GTX960-DC2OC-2GD5 GeForce GTX 960 2GB GDDR5 Black,5976000,GeForce GTX 960,2.0,1228.0,1291.0,BLACK,215.0,120.0
Asus Silver Radeon RX 5700 XT 8GB GDDR6,14280000,Radeon RX 5700 XT,8.0,1605.0,1905.0,GREY,270.0,225.0
Asus TUF GAMING GeForce GTX 1650 SUPER 4GB GDDR6 Black,10056000,GeForce GTX 1650 SUPER,4.0,1530.0,1755.0,BLACK,206.0,100.0
Asus TUF GAMING GeForce RTX 3060 Ti 8GB GDDR6 Black,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1695.0,BLACK,301.0,200.0
Asus TUF GAMING GeForce RTX 3070 8GB GDDR6 Black,16752000,GeForce RTX 3070,8.0,1500.0,1755.0,BLACK,300.0,220.0
Asus TUF GAMING GeForce RTX 3070 Ti 8GB GDDR6X Black / Silver,18360000,GeForce RTX 3070 Ti,8.0,1575.0,1800.0,BLACK,300.0,290.0
Asus TUF GAMING GeForce RTX 3090 Ti 24GB GDDR6X,46799760,GeForce RTX 3090 Ti,24.0,1560.0,1890.0,BLACK,326.0,450.0
Asus TUF GAMING GeForce RTX 4070 SUPER 12GB GDDR6X Black,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2505.0,BLACK,301.0,220.0
Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,10056000,GeForce GTX 1650 SUPER,4.0,1530.0,1800.0,BLACK,206.0,100.0
Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1785.0,BLACK,301.0,200.0
Asus TUF GAMING OC GeForce RTX 3070 Ti 8GB GDDR6X Black / Silver,18360000,GeForce RTX 3070 Ti,8.0,1575.0,1815.0,BLACK,300.0,290.0
Asus TUF GAMING OC GeForce RTX 3090 Ti 24GB GDDR6X Black,46799760,GeForce RTX 3090 Ti,24.0,1560.0,1950.0,BLACK,326.0,450.0
Asus TUF GAMING OC GeForce RTX 4070 SUPER 12GB GDDR6X Black,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2595.0,BLACK,301.0,220.0
Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,3839760,Radeon RX 6500 XT,4.0,2310.0,2825.0,BLACK,250.0,107.0
Asus TUF GAMING OC Radeon RX 6900 XT 16GB GDDR6 Black,18479760,Radeon RX 6900 XT,16.0,1825.0,2340.0,BLACK,320.0,300.0
Asus TUF GAMING OC Radeon RX 7600 XT 16GB GDDR6 Black,8639280,Radeon RX 7600 XT,16.0,1720.0,2830.0,BLACK,300.0,190.0
Asus TUF GAMING OC Radeon RX 7700 XT 12GB GDDR6 Black,9599280,Radeon RX 7700 XT,12.0,1700.0,2599.0,BLACK,320.0,245.0
Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 Black,14399760,Radeon RX 7800 XT,16.0,1295.0,2565.0,BLACK,320.0,263.0
Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,14399760,Radeon RX 7800 XT,16.0,1295.0,2565.0,WHITE,320.0,263.0
Asus TUF GAMING OC Radeon RX 7900 GRE 16GB GDDR6 Black,16079760,Radeon RX 7900 GRE,16.0,1270.0,2391.0,BLACK,320.0,260.0
Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,21599760,Radeon RX 7900 XTX,24.0,2300.0,2615.0,BLACK,353.0,355.0
Asus TUF GAMING OC V2 GeForce RTX 3070 Ti 8GB GDDR6X Black,18360000,GeForce RTX 3070 Ti,8.0,1575.0,1815.0,BLACK,300.0,290.0
